ID	Title	URL	Version	Word count	OWE	SPURIOUS	SPECIFIC	LETTER	ROUNDUP	NON-UK EDITION	NON-ENGLISH	VIDEO	NON-DISRUPTIVE OWE	OWE_FOCUSSED	OWE_SPECIFIC_LLM	OWE_SPECIFIC_HUMAN	PASSES_SCREENING	PASSES_SCREENING_SPECIFIC	SUMMARY_CHECK	CORRECTION_INSTRUCTIONS	REPLACED_FIELDS
Metro_None_Weve-been-together-23	We’ve been together 23 years – here’s the secret to our happiness	https://metro.co.uk/2023/11/30/happily-married-23-years-secret-success-19905644/	original	1338	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
BBC_2024-02-24_Rochdale-Is-this-the	Rochdale: Is this the most chaotic by-election ever?	https://www.bbc.com/news/uk-politics-68375450	original	1766	No	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Kim-Kardashian-has-done	Kim Kardashian has done wonders for male nannies like me	https://metro.co.uk/2023/10/19/im-a-male-nanny-my-gender-doesnt-make-me-any-less-good-at-my-job-18165150/	original	1584	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
The-Times_2025-03-10_The-Weather-Station-review	The Weather Station review — dark, stormy and ultimately uplifting	https://www.thetimes.com/culture/music/article/the-weather-station-review-glasgow-gshzscgvl	original	391	No	No	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
BBC_2024-02-08_All-the-candidates-in	All the candidates in the Rochdale by-election	https://www.bbc.com/articles/cq57ggp15z9o	original	1523	Yes	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-put-on-lingerie	I put on lingerie as a present for my lover and learned never to give sex as a gift	https://metro.co.uk/2023/12/22/put-lingerie-a-present-lover-learned-not-give-sex-gifts-20001895/	original	1443	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Ive-given-up-trying	I’ve given up trying to cure my mental illness and it’s done wonders for my wellbeing	https://metro.co.uk/2023/10/10/accepting-my-mental-illness-has-done-wonders-for-my-wellbeing-19631329/	original	1508	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Sun_2023-11-09_READY-TO-TAKE-OFF	READY TO TAKE OFF WH Smith set to expand with more shops and bigger sales in US airports as it is ‘taking over in America’	https://www.thesun.co.uk/money/24688765/wh-smith-expand-shops-sales-us-airports-america/	original	939	Yes	No	Yes	No	Yes	No	No	No	No	No	No	Unused	No	No	no_check		
BBC_2024-09-23_Scrap-law-making-schools	Scrap law making schools serve meat, urges Labour donor	https://www.bbc.com/news/articles/crejwrypryyo	original	417	No	No	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
BBC_2025-08-01_Heathrow-Airports-expansion-plans	Heathrow Airport's expansion plans to cost £49bn	https://www.bbc.com/news/articles/cj6yz77nlw4o	original	1299	No	No	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
BBC_2024-06-20_Key-oil-project-must	Key oil project must count full climate impact - court	https://www.bbc.com/news/articles/cxwwzmn12g9o	original	652	No	No	Yes	No	No	No	No	No	Yes	No	No	Unused	No	No	no_check		
Metro_None_Heathrow-flights-cancelled-as	Heathrow flights cancelled as M25 crash and A38 spillage spark major delays	https://metro.co.uk/2024/07/25/heathrow-flights-cancelled-m25-delays-spark-rush-hour-traffic-jam-21293665/	original	1585	Yes	No	Yes	No	Yes	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-used-to-think	I used to think porn wasn’t for women – now I’m hooked	https://metro.co.uk/2024/01/05/used-think-porn-wasnt-women-now-im-hooked-20070805/	original	1403	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_The-UK-is-racist	The UK is racist – Rishi Sunak’s skin colour doesn’t prove otherwise	https://metro.co.uk/2023/10/05/the-uk-is-racist-rishi-sunaks-skin-colour-doesnt-prove-otherwise-19610540/	original	1023	No	Yes	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
BBC_2024-08-19_London-City-Airport-passenger	London City Airport passenger cap to rise by 2.5m	https://www.bbc.com/news/articles/clyw80v45jeo	original	520	No	No	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Just-Stop-Oil-protesters	Just Stop Oil protesters arrested at Heathrow as flights cancelled at airports	https://metro.co.uk/2024/08/01/heathrow-gatwick-cancel-flights-rac-issues-driving-warning-weather-21339342/	original	1185	Yes	No	Yes	No	Yes	No	No	No	No	No	No	Unused	No	No	no_check		
BBC_2024-02-02_Greta-Thunberg-cleared-after	Greta Thunberg cleared after unlawful protest arrest	https://www.bbc.com/news/uk-england-london-68180317	original	568	Yes	No	Yes	No	No	No	No	No	No	No	Yes	Unused	No	No	no_check		
BBC_2025-07-25_Forth-Road-Bridge-closed	Forth Road Bridge closed after Greenpeace protest	https://www.bbc.com/news/articles/cp868llxlnxo	original	563	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	pass		
BBC_2024-10-03_The-mind-bomb-photos	The 'mind bomb' photos that led to a global whaling ban	https://www.bbc.com/future/article/20241002-how-greenpeaces-mindbomb-photos-stopped-the-commercial-whaling-industry	original	1187	Yes	No	Yes	No	No	No	No	No	No	Yes	No	Owe unspecific	Yes	No	no_check		
BBC_2023-12-18_Extinction-Rebellion-cofounder-Gail	Extinction Rebellion co-founder Gail Bradbrook sentenced	https://www.bbc.com/news/uk-england-london-67750538	original	591	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	pass		
Metro_None_Four-arrested-after-protester	Four arrested after protester takes a dump in Rishi Sunak’s back garden	https://metro.co.uk/2024/06/25/protester-breaks-rishi-sunaks-garden-takes-a-dump-duck-pond-21102658/	original	701	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	pass		
BBC_2024-06-29_Third-arrest-after-Stonehenge	Third arrest after Stonehenge sprayed with powder paint	https://www.bbc.com/news/articles/c7249jrgrv0o	original	215	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	no_check		
BBC_2024-07-26_Ten-climate-activists-charged	Ten climate activists charged after Heathrow protest	https://www.bbc.com/news/articles/c3g6yegr0yjo	original	205	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	no_check		
The-Times_2024-01-22_Beware-the-wave-of	Beware the wave of radical, activist OAPs	https://www.thetimes.com/comment/columnists/article/beware-the-wave-of-radical-activist-oaps-jl2nsxhmp	original	896	Yes	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
The-Times_2024-07-27_Mum-got-four-years	Mum got four years for renting a safehouse for Just Stop Oil	https://www.thetimes.com/uk/environment/article/mum-safehouse-just-stop-oil-jso-c8q2vb8q8	original	1171	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	consistency_issue The summary fails the consistency check by significantly altering the tone and balance of the original article. The original article presents a sympathetic, humanizing portrait of Louise Lancaster through extensive quotes from her family members who describe her as "unrelentingly kind," someone who "listens more than she speaks," and a "sensitive soul" who struggled with the decision to inconvenience people. The family's perspective dominates the original, explaining her careful reasoning process, her previous attempts at conventional activism, and the personal costs she has endured. In contrast, the summary strips away almost all of this humanizing context and family perspective, instead leading with and emphasizing the judge's characterization of Lancaster and others as having "crossed the line from concerned campaigner to fanatic." The summary focuses primarily on the disruption caused and the legal proceedings, while relegating the family's supportive view to just a brief mention in the subtitle. This fundamentally changes the article's tone from sympathetic and family-focused to more prosecution-focused, failing to maintain the original's balance between the disruptive effects and the personal story of why Lancaster felt compelled to act.	The summary alters the tone and balance of the original article. The original article presents a sympathetic, humanizing portrait of Louise Lancaster through extensive quotes from her family members who describe her as "unrelentingly kind," and as someone who "listens more than she speaks" and who struggled with the decision to inconvenience people. The family's perspective dominates the original, explaining her careful reasoning process, her previous attempts at conventional activism, and the personal costs she has endured. In contrast, the summary strips away almost all of this humanizing context and family perspective, instead leading with and emphasizing the judge's characterization of Lancaster and others as having "crossed the line from concerned campaigner to fanatic." The summary focuses primarily on the disruption caused and the legal proceedings, while relegating the family's supportive view to just a brief mention in the subtitle. The key aspects of the protest itself must be covered, but not at the expense of losing changing the article's tone which is sympathetic, family-focused, and includes the personal story of why Lancaster felt compelled to act.	
BBC_2024-06-07_William-among-guests-at	William among guests at Duke of Westminster's wedding	https://www.bbc.com/news/articles/c3ggpwx27ydo	original	799	Yes	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
BBC_None_Ronnie-OSullivan-Masters-winner	Ronnie O'Sullivan: Masters winner responds angrily after being criticised by Ali Carter	https://www.bbc.com/sport/snooker/67988328	original	704	No	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Hollywood-actress-slams-Jeff	Hollywood actress slams Jeff Bezos’ star-studded wedding in brutal speech	https://metro.co.uk/2025/06/30/hollywood-actress-slams-jeff-bezos-star-studded-wedding-brutal-speech-23541492/	original	736	No	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Youll-never-catch-me	You’ll never catch me asking my parents to babysit – I want them to enjoy life	https://metro.co.uk/2024/01/14/dont-expect-parents-babysit-think-selfish-ask-20092550/	original	1305	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-have-a-stammer	I have a stammer but you’d never know – not even my wife did	https://metro.co.uk/2024/01/06/a-stammer-34-years-wife-no-idea-20062169/	original	1294	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
BBC_2024-07-26_High-Court-injunction-bans	High Court injunction bans protesters from M25	https://www.bbc.com/news/articles/cqe61zgd065o	original	196	Yes	No	No	No	No	No	No	No	No	Yes	No	Owe unspecific	Yes	No	no_check		
Metro_None_Is-Just-Stop-Oil	Is Just Stop Oil actually over – or is something more extreme on the horizon?	https://metro.co.uk/2025/04/01/just-stop-oil-actually-something-extreme-horizon-22830397/	original	1458	Yes	No	Yes	No	No	No	No	No	No	Yes	No	Owe unspecific	Yes	No	no_check		
BBC_2024-08-05_Just-Stop-Oil-protesters	Just Stop Oil protesters arrested at airport	https://www.bbc.com/news/articles/c05jjj5r4dgo	original	235	Yes	No	No	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	no_check		
Metro_None_I-ran-to-escape	I ran to escape the grief of my dad’s killing and didn’t stop for 15 years	https://metro.co.uk/2023/12/30/ran-escape-grief-dads-killing-didnt-stop-15-years-20032467/	original	1388	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
BBC_2024-07-18_Two-men-face-trial	Two men face trial over Radcliffe Camera damage	https://www.bbc.com/news/articles/c1rw9z05xzzo	original	166	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	no_check		
BBC_2023-10-10_Radcliffe-Camera-in-Oxford	Radcliffe Camera in Oxford daubed with paint in Just Stop Oil protest	https://www.bbc.com/news/uk-england-oxfordshire-67068249	original	322	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	no_check		
Metro_None_My-dying-daughter-said	‘My dying daughter said goodbyes on Zoom while Tories partied in lockdown’	https://metro.co.uk/2023/10/03/they-broke-the-rules-without-a-care-while-my-daughter-died-in-lockdown-19574577/	original	2011	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_A-neighbour-told-me	A neighbour told me they nearly called the police when my toddler had a tantrum	https://metro.co.uk/2023/10/01/a-neighbour-told-me-they-nearly-called-the-police-when-my-toddler-had-a-tantrum-19515656/	original	1337	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
BBC_2024-06-21_Two-women-charged-after	Two women charged after jets sprayed with paint	https://www.bbc.com/news/articles/c722p513ld3o	original	240	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	no_check		
BBC_2023-10-25_Bristol-grandma-climbed-M25	Bristol grandma climbed M25 gantry 'in climate emergency protest'	https://www.bbc.com/news/uk-england-bristol-67215367	original	407	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	pass		
Metro_None_Just-Stop-Oil-activists	Just Stop Oil activists disrupt West End performance of Les Miserables	https://metro.co.uk/2023/10/04/just-stop-oil-activists-disrupt-les-mes-performance-by-invading-stage-19607564/	original	584	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	pass		
Metro_None_I-was-5-when	I was 5 when I escaped the housefire that killed my 3-year-old brother	https://metro.co.uk/2023/12/04/survived-a-fire-killed-3-year-old-brother-finally-overcome-guilt-19887368/	original	1428	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
BBC_2023-10-12_Just-Stop-Oil-protesters	Just Stop Oil protesters bid to challenge jail terms refused	https://www.bbc.com/news/uk-england-essex-67079796	original	399	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	pass		
Metro_None_After-waking-up-to	After waking up to 256 messages, I’m leaving WhatsApp groups for good	https://metro.co.uk/2024/01/02/waking-256-messages-im-leaving-whatsapp-groups-good-20033679/	original	1240	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
BBC_2024-06-15_Sewage-campaign-stages-mock	Sewage campaign stages mock toilet protest on bridge	https://www.bbc.com/news/articles/cgrrpzgk8l0o	original	199	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Not even owe	Yes	No	no_check		
Metro_None_Im-glad-I-wont	I’m glad I won’t live to see my school’s next Ofsted inspection	https://metro.co.uk/2024/01/19/im-glad-wont-live-see-schools-next-ofsted-inspection-20137399/	original	1146	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Ive-told-my-16yearold	I’ve told my 16-year-old we’re too poor for Christmas	https://metro.co.uk/2023/12/21/2-years-tell-daughter-poor-christmas-19975296/	original	1157	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
BBC_2024-06-09_Duke-and-duchess-touched	Duke and duchess 'touched' by wedding wishes	https://www.bbc.com/news/articles/cj77r1km5mko	original	357	No	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Tortoise-unable-to-eat	Tortoise unable to eat after thieves steal companion he’s lived with for 38 years	https://metro.co.uk/2024/09/26/thieves-return-house-steal-pet-tortoise-days-ransacking-home-21629009/	original	571	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
BBC_2024-01-11_Dunsfold-Farmers-fury-over	Dunsfold: Farmers' fury over potential UKOG gas drilling site	https://www.bbc.com/news/uk-england-surrey-67939243	original	381	No	No	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
BBC_2025-09-15_Operation-Rockall-successfully-completed	'Operation Rockall successfully completed': The tiny island seized by Britain to foil the USSR	https://www.bbc.com/culture/article/20250912-the-tiny-island-seized-by-britain-to-foil-the-ussr	original	1151	No	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
BBC_2024-05-10_Just-Stop-Oil-pair	Just Stop Oil pair guilty over Crucible protest	https://www.bbc.com/news/articles/ckr5dy4zz5ro	original	404	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	consistency_issue The summary fails the consistency check by significantly altering the balance and tone of how the protest is portrayed. The original article maintains journalistic balance by including both the protesters' perspectives and critical viewpoints, ending with a strong condemnatory statement from the Crown Prosecution Service about the protesters showing "utter lack of thought or care" and emphasizing that "when lawful protest crosses the line into criminality we won't hesitate to prosecute offenders." The summary removes this critical ending entirely, along with other balancing elements, resulting in a portrayal that is more sympathetic to the protesters than the original. This changes the overall tone from balanced reporting to one that leans more favorably toward the protesters' position.		
Metro_None_Stop-telling-trans-people	Stop telling trans people ‘you can always tell’	https://metro.co.uk/2023/11/24/stop-telling-trans-people-you-can-always-tell-19860693/	original	1464	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Id-often-have-to	I’d often have to pee in the street but it took decades to spot my problem	https://metro.co.uk/2023/12/23/often-pee-street-took-decades-spot-problem-19996360/	original	1519	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
BBC_2023-10-13_Just-Stop-Oil-spraypaint	Just Stop Oil spray-paint English universities orange	https://www.bbc.com/news/uk-england-67093187	original	690	Yes	No	Yes	No	No	No	No	No	No	Yes	No	Owe specific	Yes	Yes	pass		
BBC_2024-10-30_Timing-of-Spain-flood	Timing of Spain flood alert under scrutiny as blame game rages	https://www.bbc.com/news/articles/cwyx75ppr79o	original	677	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
BBC_2025-01-29_Just-Stop-Oil-pair	Just Stop Oil pair charged over West End protest	https://www.bbc.com/news/articles/ce85gez4105o	original	180	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	no_check		
Metro_None_I-have-stage-4	I have stage 4 cancer, can’t work, or afford to even buy toilet roll	https://metro.co.uk/2023/12/20/stage-4-cancer-cant-work-afford-even-buy-toilet-roll-19997022/	original	1267	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
BBC_2025-02-25_Energy-boss-backs-gas	Energy boss backs gas field to lower bills	https://www.bbc.com/news/articles/cge17nvv9pvo	original	439	No	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Frasier-was-loved-because	Frasier was loved because of one character – the reboot is a flop without him	https://metro.co.uk/2023/10/14/the-frasier-reboot-is-missing-its-heart-without-this-iconic-character-19660306/	original	1110	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
BBC_2023-12-07_Just-Stop-Oil-Met	Just Stop Oil: Met Police says protests have cost it £20m	https://www.bbc.com/news/uk-england-london-67639741	original	364	Yes	No	Yes	No	No	No	No	No	No	Yes	No	Owe unspecific	Yes	No	no_check		
BBC_2024-02-06_How-craftivism-is-powering	How craftivism is powering 'gentle protest' for climate	https://www.bbc.com/future/article/20240206-craftivism-the-introverts-guide-to-gentle-protest-for-climate	original	2224	No	No	Yes	No	No	No	No	No	Yes	No	No	Unused	No	No	no_check		
BBC_2025-02-02_Protesters-block-airport-over	Protesters block airport over expansion plans	https://www.bbc.com/news/articles/cew58v5kl07o	original	346	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	no_check		
Metro_None_I-waited-4-years	I waited 4 years for my miracle baby boy – he was 5 months old when he was killed in Gaza	https://metro.co.uk/2023/12/12/waited-4-years-miracle-baby-5-months-old-killed-19961002/	original	1971	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Sun_2025-07-25_TOUCHDON-Donald-Trump-arrives	TOUCHDON Donald Trump arrives in Scotland as Air Force One touches down in Prestwick	https://www.thesun.co.uk/news/36020658/donald-trump-arrives-in-scotland-as-air-force-one-touches-down-in-prestwick/	original	424	Yes	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-learned-the-hard	I learned the hard way what present you shouldn’t give a person with cancer	https://metro.co.uk/2023/11/18/learned-hard-way-present-not-give-a-person-cancer-19799503/	original	1166	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_A-question-from-a	A question from a stranger on the street led to me earning thousands in my 70s	https://metro.co.uk/2023/11/27/thought-mocked-street-now-im-a-model-70s-19884481/	original	1493	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-took-part-in	I took part in a steamy 20-person orgy – all without leaving the sofa	https://metro.co.uk/2024/01/12/took-part-a-steamy-20-person-orgy-without-leaving-sofa-20070746/	original	1346	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_From-Taylor-Swift-to	From Taylor Swift to the Olympics, the spotlight is on this little-known part of Paris	https://metro.co.uk/2024/06/20/taylor-swift-olympics-spotlight-this-little-known-region-paris-20885882/	original	1854	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Strangers-always-comment-on	Strangers always comment on my 5-year-old girl’s looks – I hate it	https://metro.co.uk/2023/10/07/strangers-always-comment-on-my-5-year-old-girls-looks-i-hate-it-19613967/	original	1271	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_It-started-with-stomach	It started with stomach pain. Just 44 days later, Dad was dead	https://metro.co.uk/2024/01/12/started-stomach-pain-44-days-later-dad-dead-20106273/	original	1703	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Ive-had-amazing-onenightstand	I’ve had amazing one-night-stand sex – but you won’t see me doing the walk of shame	https://metro.co.uk/2023/12/08/amazing-one-night-stand-sex-wont-walk-shame-19942964/	original	1406	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Should-MPs-set-an	Should MPs set an example on pensions? Metro readers weigh in	https://metro.co.uk/2024/09/19/mps-set-example-pensions-metro-readers-weigh-21635681/	original	886	Yes	No	Yes	Yes	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-thought-thered-be	I thought there’d be a second date – then he spread his legs	https://metro.co.uk/2023/12/09/woman-left-speechless-bumble-date-reveals-wearing-a-sex-toy-19910829/	original	1451	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-watched-my-mum	I watched my mum die. I’ve just been diagnosed with the same condition	https://metro.co.uk/2024/01/14/first-cigarette-8-never-imagined-kill-20089181/	original	1370	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Driver-smashed-up-Asda	Driver smashed up Asda lorry after suffering road rage from oil protesters	https://metro.co.uk/2024/03/12/man-smashed-asda-lorry-a-crowbar-getting-stuck-traffic-20447296/	original	410	Yes	No	Yes	No	No	No	No	No	No	Yes	No	Not even owe	Yes	No	no_check		
Metro_None_Nigel-Farage-announces-he	Nigel Farage announces he will stand for Clacton seat and take over as Reform leader	https://metro.co.uk/2024/06/03/general-election-2024-latest-tories-propose-changes-equality-act-20958691/	original	4428	No	Yes	No	No	Yes	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_This-oral-sex-encounter	This oral sex encounter showed me why men need to communicate in the bedroom	https://metro.co.uk/2023/10/20/this-oral-sex-encounter-showed-me-why-men-need-to-communicate-19696098/	original	1323	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-love-my-6yearold	I love my 6-year-old son more than anything – but I’ve decided to cut contact with him	https://metro.co.uk/2023/12/27/love-6-year-old-son-anything-decided-cut-contact-20003306/	original	1531	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Who-is-Geert-Wilders	Who is Geert Wilders? The pro-Putin ‘Dutch Trump’ forming the Netherlands’ new government	https://metro.co.uk/2024/05/16/geert-wilders-pro-putin-dutch-trump-forming-netherlands-government-20854702/	original	2067	Yes	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Ive-been-sexually-assaulted	I’ve been sexually assaulted on the Tube – no one has ever helped me	https://metro.co.uk/2023/12/13/sexually-assaulted-tube-no-one-ever-helped-19967999/	original	1051	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Woman-arrested-over-video	Woman arrested over video of HMP Wandsworth guard ‘having sex with inmate’	https://metro.co.uk/2024/06/29/wandsworth-prison-guard-video-leads-woman-arrested-misconduct-21128444/	original	438	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Judge-puts-Just-Stop	Judge puts Just Stop Oil protester in her place over 9,000-mile trip to India	https://metro.co.uk/2023/11/03/judge-puts-just-stop-oil-protester-in-her-place-over-trip-to-india-19769554/	original	388	Yes	No	Yes	No	No	No	No	No	No	Yes	Yes	Owe specific	Yes	Yes	pass		
Metro_None_My-daughters-sixword-reaction	My daughter’s six-word reaction to my bald head made me take drastic action	https://metro.co.uk/2024/01/13/wore-a-wig-every-day-chemo-put-a-smile-daughters-face-20086705/	original	2010	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_My-mum-loved-my	My mum loved my dad more than anything – then she went on trial for his murder	https://metro.co.uk/2023/11/16/mum-anything-dad-went-trial-murder-19828068/	original	1371	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_My-new-friend-told	My new friend told me she loved me and I ran a mile	https://metro.co.uk/2023/12/16/thought-made-a-new-friend-love-bombed-19929113/	original	1446	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Daniel-Kaluuya-isnt-racist	Daniel Kaluuya isn’t racist for refusing to work with less famous white actors	https://metro.co.uk/2024/01/15/daniel-kaluuya-isnt-racist-refusing-work-white-actors-20117832/	original	998	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-was-scared-of	I was scared of straight men until I walked into a random house	https://metro.co.uk/2024/01/15/like-big-boys-straight-mates-helped-come-gay-20106577/	original	1458	No	Yes	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Im-a-sex-writer	I’m a sex writer – it doesn’t mean my parents are disappointed in me	https://metro.co.uk/2023/10/27/im-a-sex-writer-it-doesnt-mean-my-parents-are-disappointed-in-me-19728809/	original	1167	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_As-a-Gazan-doctor	As a Gazan doctor, I’m having to amputate children’s legs without anaesthetic	https://metro.co.uk/2023/11/09/as-a-gazan-doctor-im-having-to-amputate-legs-without-anaesthetic-19794354/	original	1698	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Were-climateprotest-jail-sentencesfair	Were climate-protest jail sentences fair? Metro readers have their say	https://metro.co.uk/2024/07/22/climate-protest-jail-sentences-fair-metro-readers-say-21274642/	original	1125	Yes	No	Yes	Yes	No	No	No	No	No	Yes	No	Unused	No	No	no_check		
Sun_2024-10-06_REGAL-SECRET-Big-Brother	REGAL SECRET Big Brother contestant Nathan leaves viewers stunned as he reveals shock connection to King Charles	https://www.thesun.co.uk/tv/30898317/big-brother-nathan-connection-king-charles/	original	329	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_My-friend-ended-up	My friend ended up in prison for over a decade because of his social media posts	https://metro.co.uk/2023/11/23/social-media-posts-landed-friend-prison-a-decade-19856564/	original	1226	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_I-dont-get-aroused	I don’t get aroused from dressing as a woman – I’m just a woman	https://metro.co.uk/2024/01/17/transphobes-throw-this-word-feel-nothing-pity-20123482/	original	1119	No	Yes	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Man-bricked-to-death	Man bricked to death for making crude and sexual comments to two young girls	https://metro.co.uk/2024/06/28/boy-13-teen-guilty-bricking-man-death-remarks-girls-21121862/	original	490	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_My-partner-and-I	My partner and I had a protest wedding because we can’t have the real thing	https://metro.co.uk/2023/11/28/partner-protest-wedding-cant-real-thing-19888865/	original	1375	No	Yes	No	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
Metro_None_Keir-Starmer-attacked-with	Keir Starmer attacked with green glitter leaving him looking shaken	https://metro.co.uk/2023/10/10/keir-starmer-attacked-labour-party-conference-speech-19639666/	original	1035	No	No	Yes	No	No	No	No	No	No	No	No	Unused	No	No	no_check		
